Machine,NumberOfSections,TimeDateStamp,AddressOfEntryPoint,ImageBase,NumberOfSectionNames,Entropy
332,4,0,4280,4194304,4,7.41992319480542
332,4,1344714209,5968,4194304,4,7.401263013609597
332,4,1335564022,110272,4194304,4,6.686548838889431
332,4,1330803002,95442,4194304,4,7.609075130094479
332,4,1343891857,5664,4194304,4,7.618081656563146
332,5,1334845155,78314,1694498816,5,6.10055846815778
332,4,1319571264,789744,4259840,4,5.040818194829683
332,4,1335891008,9296,4194304,4,7.598771641222648
332,6,1212821566,427070,65536,6,7.873384789177764
332,5,1335725530,6539,4259840,5,4.847148421099415
332,4,1343555000,5432,4194304,4,7.652705215290655
332,4,1344630696,5776,4194304,4,7.421056553825549
332,4,1343329266,5560,4194304,4,7.638325806695027
332,4,1334327096,7249,4259840,4,4.536973959884128
332,4,1341255872,6504,4194304,4,4.456337582262769
332,4,1335484872,110256,4194304,4,6.691669357681787
332,4,1343116464,5544,4194304,4,7.641898788492785
332,6,1334481909,282192,4194304,6,7.377079137473023
332,4,1332675903,76137,4259840,4,4.280501947353262
332,4,1333987340,113744,4194304,4,6.572977060138584
332,9,1333170026,5120,4194304,9,6.332049981951811
332,4,1335608472,6523,4259840,4,4.164770074015112
332,4,1302935608,5300,4194304,4,4.594129965821486
332,7,1337918431,5024,4194304,7,6.249855708693856
332,5,1212838559,57664,268435456,5,7.181537849065975
332,3,1208112261,45030,4194304,3,4.473030481517232
332,4,1335428419,110256,4194304,4,6.688219021494633
332,9,1295047889,4096,4194304,9,6.741795978366177
332,6,1213798911,427070,65536,6,7.871934847866784
332,4,1334572662,5335,4259840,4,4.092360142416068
332,6,1212818352,427070,65536,6,7.8741173964814495
332,4,1335998456,5568,4194304,4,5.833182921125154
332,4,1293164847,85556,4194304,4,7.286550300383263
332,4,1334989131,5357,4259840,4,4.105230890363734
332,4,1335379208,6976,4259840,4,4.206758793546963
332,4,1332675903,76137,4259840,4,4.280739207960432
332,9,1199997096,8192,4194304,9,2.1446996927258537
332,5,1333985043,77738,1677721600,5,6.0832356087079225
332,9,1199997096,8192,4194304,9,2.1446925059822775
332,4,1344152329,5584,4194304,4,7.633681437172056
332,5,1333757781,77738,1677721600,5,5.863239838722208
332,5,1333759195,77738,1677721600,5,5.855498281205016
332,4,1332675903,76137,4259840,4,4.2824198302287675
332,4,1344193048,5600,4194304,4,7.6343373327741295
332,4,1343813193,5728,4194304,4,7.620265401084424
332,4,1334507599,7249,4259840,4,4.535134915970848
332,4,1331800726,87064,4194304,4,4.009905058058943
332,8,1334850499,109760,4194304,8,6.311761034870599
332,9,1334996417,109808,4194304,9,6.213302845558717
332,5,1334668393,78314,1694498816,5,6.1072744323352595
332,9,1335081626,109808,4194304,9,6.211016308694799
332,4,1343978785,5584,4194304,4,7.61933069696191
332,6,1213803377,427582,65536,6,7.870251879213499
332,4,1342474982,6328,4194304,4,4.570691336487814
332,4,1332524415,4880,4194304,4,7.145219296222704
332,5,1195368970,76888,4259840,5,4.152337657605296
332,6,1301029282,18084,4194304,6,4.590010421730203
332,5,1335725530,6539,4259840,5,4.847176075375189
332,6,1213803033,427070,65536,6,7.872275950138905
332,4,1343811892,20799,4194304,4,7.190694049436832
332,4,1343592957,5464,4194304,4,7.727166131805307
332,4,1300999631,123874,4194304,4,7.75571933658959
332,6,1336212021,5472,4194304,6,5.812946408025137
332,8,1342213203,5248,4194304,8,4.604051501247618
332,5,1335272513,5152,4194304,5,6.672766233656946
332,3,1333490425,4720,4194304,3,7.336543772943543
332,4,1342474982,6328,4194304,4,4.571482850785559
332,4,1334191324,271584,4194304,4,7.574167356578429
332,4,1326871294,5116,4194304,4,4.630703462136515
332,4,1335805282,110272,4194304,4,6.691947479060065
332,6,1212816047,427582,65536,6,7.870838156145757
332,8,1334818095,109696,4194304,8,6.3125853015920255
332,4,1332576541,76217,4259840,4,4.284223099067939
332,4,1343502777,5416,4194304,4,7.652608704720353
332,5,1335808610,6533,4259840,5,4.833775769869387
332,4,1332407685,76383,4259840,4,4.26085462650207
332,6,1212822663,427582,65536,6,7.871890910802766
332,4,1333707682,5619,4259840,4,3.92378632689143
332,7,1338086490,6000,4194304,7,6.301880254685805
332,4,1343908395,5616,4194304,4,7.6218408602619085
332,4,1341777124,6339,4194304,4,4.633832058049152
332,4,1342254043,6355,4194304,4,4.667135271238702
332,4,1335342692,7018,4259840,4,4.188938105683141
332,4,1307786444,142165,4194304,4,7.647581390654166
332,6,1213802347,427582,65536,6,7.871476550594553
332,4,1334823586,5544,4259840,4,4.108779423459396
332,5,1332481582,84506,1677721600,5,5.950329141820969
332,4,1343329266,5560,4194304,4,7.638320889856804
332,4,1335031099,5363,4259840,4,4.101098568650363
332,4,1341321576,6232,4194304,4,4.516967394742388
332,8,1334872884,109760,4194304,8,6.313595966329783
332,4,1335379208,6976,4259840,4,4.196804669289205
332,4,1335109490,7354,4259840,4,4.180954806818666
332,4,1335379208,6976,4259840,4,4.217027796090877
332,7,1332816047,4704,4194304,7,6.847759319423766
332,4,1342552538,6260,4194304,4,4.570508188694616
332,7,1334709624,110752,4194304,7,6.486398902339049
332,4,1343908395,5616,4194304,4,7.621965310070625
332,4,1305462840,7196,4194304,4,4.371834999629758
332,4,1345445757,7232,4194304,4,7.5123370733979
332,10,1333251849,5120,4194304,10,6.281060581212529
332,4,1335109490,7354,4259840,4,4.180185757320918
332,4,1326871294,5440,4194304,4,4.532062850492331
332,6,1212820859,427070,65536,6,7.873466064043652
332,4,1344692537,5968,4194304,4,7.408709938608636
332,4,1329409810,6496,4194304,4,4.350714609368097
332,6,1272498895,396606,65536,6,7.900408907813836
332,5,1331949117,83722,1677721600,5,5.922312156431069
332,4,1335031099,5363,4259840,4,4.103868419878737
332,4,1333999265,113744,4194304,4,6.573975472214298
332,6,1215808098,457790,65536,6,7.8705362120559625
332,4,1332675903,76137,4259840,4,4.277206781907782
332,8,1342322464,5248,4194304,8,4.6017245278815615
332,6,1334645414,347088,4194304,6,6.442011821333072
332,4,1335342692,7018,4259840,4,4.217586416709109
332,5,1335725530,6539,4259840,5,4.847613653358353
332,8,1334903049,109760,4194304,8,6.311216195034033
332,5,1333759436,77738,1677721600,5,6.0746194495015455
332,9,1335021626,109808,4194304,9,6.213431972013856
332,4,1306936757,145675,4194304,4,7.65833057314601
332,4,1333049654,6519,4259840,4,4.618497450555891
332,4,1332576541,76217,4259840,4,4.284386488776222
332,4,1334914772,5536,4259840,4,4.106791582532106
332,5,1333761802,77738,1677721600,5,6.0761422111676024
332,5,1332602427,4128,4194304,5,7.5314987385337275
332,5,1335900359,8020,4259840,5,4.88361892748083
332,6,1334307015,282192,4194304,6,7.376820219189257
332,6,1213897038,427070,65536,6,7.87292675184038
332,4,1343820636,5728,4194304,4,7.619894251359482
332,5,1332478566,84506,1677721600,5,5.949224767396672
332,4,1333049654,6519,4259840,4,4.622027039543859
332,8,708992537,161972,4194304,8,6.085125563972664
332,4,1333397172,6137,4259840,4,4.617645312257463
332,4,1335600112,110272,4194304,4,6.688112661721664
332,4,1335031099,5363,4259840,4,4.103843181055172
332,4,1335363671,110208,4194304,4,6.6859329652125234
332,4,1332675903,76137,4259840,4,4.278065831349895
332,4,1341523794,6096,4194304,4,4.6102985857747445
332,4,1300731694,5220,4194304,4,4.404001342558061
332,7,1332266336,4928,4194304,7,7.4945229329148955
332,4,1333619166,5927,4259840,4,4.613192657601403
332,6,1208451763,428094,65536,6,7.8699866448580185
332,4,1343718681,5592,4194304,4,7.731009688664357
332,4,1342295985,6339,4194304,4,4.6001099887425525
332,4,1335031099,5363,4259840,4,4.103817883130661
332,3,1333555212,4720,4194304,3,7.339057190169651
332,7,1332248170,4928,4194304,7,7.4941371087088005
332,9,1334991675,109808,4194304,9,6.213454781367467
332,7,1326821167,80451,4194304,7,6.622733154897631
332,5,1333758254,77738,1677721600,5,6.078467445323607
332,4,1335291770,7012,4259840,4,4.208890098915607
332,6,1213886148,427582,65536,6,7.871196008454802
332,9,1199997096,8192,4194304,9,2.144700059339343
332,4,1333049649,6469,4259840,4,4.621910227365705
332,4,0,5276,4194304,4,4.597785381140385
332,4,1334652129,5299,4259840,4,4.091205225165839
332,6,1328863219,98338,4194304,6,6.699399703701192
332,4,1302935608,5488,4194304,4,4.631131923239117
332,4,1305462840,6192,4194304,4,4.818607957110949
332,5,1332569995,4128,4194304,5,7.208253954654136
332,3,1301509452,20932,4194304,3,5.574474246271701
332,5,1342732785,5088,4194304,5,5.479339667274578
332,4,1305462840,7388,4194304,4,4.371805535046335
332,4,1331800726,87064,4194304,4,4.0073782151057324
332,4,1333570409,5873,4259840,4,4.612168734666499
332,4,0,5308,4194304,4,4.277503713173253
332,5,1332077111,4976,4194304,5,7.5707095077042394
332,4,1341301058,6504,4194304,4,4.479222889749467
332,4,1344193048,5600,4194304,4,7.6322618997071885
332,5,1333756130,77738,1677721600,5,6.071680548186317
332,6,1336201225,5584,4194304,6,5.818600948522633
332,4,1343891857,5664,4194304,4,7.618208132741024
332,4,1343718681,5592,4194304,4,7.730437519806921
332,5,1333758018,77738,1677721600,5,6.073308887980067
332,8,1342282203,5248,4194304,8,4.603984947530223
332,4,1333528845,6103,4259840,4,4.619028142424569
332,4,1334572662,5335,4259840,4,4.093023927627578
332,4,1343718681,5592,4194304,4,7.730666687155802
332,6,1336273212,5472,4194304,6,5.811639354892298
332,5,1332480751,84506,1677721600,5,5.948135609197065
332,4,1331800726,87064,4194304,4,4.00876756340878
332,6,1213886148,427582,65536,6,7.871185140581402
332,10,1333279220,5120,4194304,10,6.226842552387199
332,4,1344542973,5648,4194304,4,7.433849564367209
332,4,1343648314,5496,4194304,4,7.729231456000528
332,4,1300517907,133118,4194304,4,7.70027365116487
332,8,1337086863,16184,4194304,8,5.600598297779637
332,4,1332576541,76217,4259840,4,4.278323351779043
332,4,1335380494,110208,4194304,4,6.683953690514325
332,5,1333761802,77738,1677721600,5,5.854029684636597
332,5,1333985584,77738,1677721600,5,5.86013494123623
332,4,1224579292,4775,4194304,4,5.366612711052644
332,4,1334737687,5410,4259840,4,4.088330543852937
332,7,1332221110,4928,4194304,7,7.461718301370468
332,5,1333755894,77738,1677721600,5,6.0735683092407875
332,3,1333530010,4720,4194304,3,7.334602364551387
332,12,1339837272,4096,4194304,12,4.8456235805347205
332,8,1332926452,4640,4194304,8,6.7103791053154715
332,5,1331945701,83722,1677721600,5,5.9167096472680205
332,4,1344630696,5776,4194304,4,7.421581622201633
332,4,1319571264,787384,4259840,4,5.966149473208725
332,4,1344581633,5680,4194304,4,7.405294169271745
332,4,1335210826,7014,4259840,4,4.207098110709633
332,4,1344608860,5744,4194304,4,7.419497828868258
332,4,1342594396,6292,4194304,4,4.57192494201208
332,6,1303630922,4096,4194304,6,7.382076912771631
332,3,1300023900,37139,4194304,3,5.825054560878675
332,4,1332063510,83023,4259840,4,4.30070547147581
332,4,1319571264,789404,4259840,4,5.040066432770046
332,7,1298564504,110775,4194304,7,7.128409306017372
332,7,1338012067,6000,4194304,7,6.2979469656549645
332,4,1341523794,6096,4194304,4,4.611924111362114
332,4,1333737924,5619,4259840,4,3.9235647837019814
332,5,1333756130,77738,1677721600,5,5.855092863837891
332,4,1332493366,76383,4259840,4,4.264150943681093
332,6,1214766447,429630,65536,6,7.860507880951911
332,6,1206682294,427582,65536,6,7.871700157175726
332,4,1334024436,113744,4194304,4,6.574725296708974
332,4,1344630696,5776,4194304,4,7.42068852559934
332,5,1332873640,4640,4194304,5,7.221067924530467
332,4,1335608472,6523,4259840,4,4.164818073082713
332,4,1335379208,6976,4259840,4,4.214137607145519
332,5,1334266881,78219,1694498816,5,6.093333505809971
332,4,1342276223,6547,4194304,4,4.741012014370492
332,7,1338118810,6000,4194304,7,6.301869630227879
332,4,1344608860,5744,4194304,4,7.419528443850927
332,4,1331754463,92382,4194304,4,4.039992723830463
332,4,1319571264,775460,4259840,4,5.0082292254668035
332,4,1344630696,5776,4194304,4,7.419880876706749
332,6,1217645241,457278,65536,6,7.8692276154692085
332,5,1335725530,6539,4259840,5,4.847726562170212
332,4,1344542973,5648,4194304,4,7.433860958598067
332,4,1331931721,83039,4259840,4,4.302819223557152
332,6,1213801658,427582,65536,6,7.870231919099937
332,8,1342185607,5360,4194304,8,5.165539746649352
332,6,1342771322,5104,4194304,6,6.277765408548794
332,5,1333985852,77738,1677721600,5,5.855797281713671
332,4,1305462840,7196,4194304,4,4.371846230707387
332,4,1333694854,5317,4259840,4,3.9185357774842164
332,4,1352747470,5018,4194304,4,4.269518887281625
332,4,1333570409,5873,4259840,4,4.614378261533752
332,4,1343935512,5616,4194304,4,7.621741105326789
332,4,1332675903,76137,4259840,4,4.282355516811389
332,4,1335403224,110208,4194304,4,6.683979900981726
332,8,1342339245,5248,4194304,8,4.601718828939504
332,6,1209743179,427070,65536,6,7.872211289551634
332,4,1335031099,5363,4259840,4,4.104152461917228
332,5,1333755894,77738,1677721600,5,5.856945973585296
332,4,1340805474,5452,4194304,4,4.550281483202536
332,3,1297643496,39643,4194304,3,7.640067543186722
332,4,1343908395,5616,4194304,4,7.621258533912064
332,5,1333760698,77738,1677721600,5,5.856146018433968
332,4,1326871294,5356,4194304,4,4.5104190740967285
332,9,1199997096,8192,4194304,9,2.14470021322161
332,4,1342254043,6355,4194304,4,4.6682001121391625
332,5,1331653806,4544,4194304,5,7.471195611783443
332,4,1333570409,5873,4259840,4,4.614431927385535
332,4,0,5336,4194304,4,4.225449655691536
332,4,1335488519,110256,4194304,4,6.691589649574478
332,4,1334137254,111456,4194304,4,6.747842372724082
332,4,1344630696,5776,4194304,4,7.421542154949698
332,8,1342052453,5376,4194304,8,5.16751838252666
332,4,1334040044,113744,4194304,4,6.571428953517856
332,4,1319571264,787604,4259840,4,5.9655497001467745
332,5,1333760698,77738,1677721600,5,6.078333633884159
332,3,1208112261,45030,4194304,3,4.533541435535389
332,5,1333985852,77738,1677721600,5,5.849952793335829
332,6,1339791514,98338,4194304,6,6.701773755688649
332,4,1334262315,271584,4194304,4,7.5747251254552594
332,5,1332874855,4640,4194304,5,7.219681742381142
332,4,1343141119,5544,4194304,4,7.6439562025974865
332,4,0,4276,4194304,4,7.425135450116126
332,4,1336033167,6708,4259840,4,4.867332971649766
332,5,1313447213,298117,268435456,5,6.6673481675555095
332,4,1333570409,5873,4259840,4,4.608302056674251
332,4,1339778952,4775,4194304,4,5.368884079588307
332,5,1333985321,77738,1677721600,5,5.860267156279588
332,6,1206677752,428606,65536,6,7.869135748564349
332,4,0,5252,4194304,4,4.597216981771555
332,6,1336233964,5472,4194304,6,5.8127736085647275
332,6,1213886148,427582,65536,6,7.87119509127776
332,5,1335808610,6533,4259840,5,4.844955808157919
332,8,1342190406,5360,4194304,8,5.1655434777952625
332,4,1344673277,5776,4194304,4,7.420909555547203
332,4,1334914772,5536,4259840,4,4.107117159544337
332,9,1335003614,109808,4194304,9,6.213402586441749
332,4,1335109490,7354,4259840,4,4.180484838908548
332,4,1334320819,111648,4194304,4,6.7456865337554
332,3,1333479674,4720,4194304,3,7.3393843520946875
332,5,1334666163,78314,1694498816,5,6.10614479836168
332,4,1333306672,6109,4259840,4,4.613859182633543
332,10,1295044304,4096,4194304,10,6.14396690737915
332,4,1345643715,7008,4194304,4,7.546792354468104
332,5,1333760257,77738,1677721600,5,5.865539910280765
332,4,1343820636,5728,4194304,4,7.619864146510309
332,4,1306936757,145835,4194304,4,7.685806597212259
332,5,1331949358,83722,1677721600,5,5.907399141369519
332,4,0,4632,4194304,4,4.283372534606862
332,6,1334451004,282192,4194304,6,7.377010121284543
332,4,1342186658,6323,4194304,4,4.665895097804789
332,4,1345751731,7136,4194304,4,7.482533950370099
332,4,1334823586,5544,4259840,4,4.107393728917427
332,9,1333154478,5120,4194304,9,6.331989074240029
332,4,0,4268,4194304,4,7.423669327732265
332,6,1336204913,5584,4194304,6,5.819034574311877
332,5,1334666163,78314,1694498816,5,6.106154230350701
332,4,1344608860,5744,4194304,4,7.419553684624547
332,5,1334931729,78682,1694498816,5,6.134947128387566
332,8,708992537,315260,4194304,8,6.813122945736922
332,4,1344542973,5648,4194304,4,7.434802584616689
332,4,1305462840,6344,4194304,4,4.817169110693513
332,4,1319571264,789404,4259840,4,5.0401867257978585
332,4,1342004556,6443,4194304,4,4.712442056443998
332,8,1342116134,5360,4194304,8,5.161132185304727
332,9,1335139242,109808,4194304,9,6.210980079188625
332,4,1332675903,76137,4259840,4,4.282217725664931
332,4,1334048495,114080,4194304,4,6.73215250951934
332,4,1404322118,41438,4194304,4,5.109357563258581
332,4,1297433515,59086,4194304,4,5.827904098162151
332,4,1343502777,5416,4194304,4,7.653261051894575
332,4,1343833647,5728,4194304,4,7.619634027578658
332,4,1403041888,160750,4194304,4,5.195158392653663
332,8,1342201257,5248,4194304,8,4.605861224476666
332,7,1332974482,80451,4194304,7,6.619122500873582
332,7,1332824434,4704,4194304,7,6.84507480331856
332,4,1294259007,192335,4194304,4,6.94306587324437
332,4,1341321576,6232,4194304,4,4.513382751346436
332,4,1342594396,6292,4194304,4,4.5684461683631215
332,5,1333758254,77738,1677721600,5,5.856284464411268
332,4,1332407685,76383,4259840,4,4.262679770985361
332,7,1334683520,347088,4194304,7,6.402204482160658
332,4,1342207595,6355,4194304,4,4.665735798875863
332,4,1344630696,5776,4194304,4,7.419837976163427
332,5,1333985852,77738,1677721600,5,5.855946672453476
332,4,1333306647,6021,4259840,4,4.615662059818597
332,5,1333756366,77738,1677721600,5,5.85240602143455
332,4,1383660538,5941,4194304,4,5.21880148046519
332,5,1333758254,77738,1677721600,5,5.862071405294925
332,9,1422799521,419316,4194304,9,6.360834464431234
332,3,1303612651,55440,4194304,3,6.553811282164979
332,4,1331800726,87064,4194304,4,4.00969949564859
332,7,1337946030,6000,4194304,7,6.299524711195938
332,4,1296673258,28403,4194304,4,5.816717494491244
332,6,1206676886,428606,65536,6,7.8705056255671355
332,4,1333809269,5613,4259840,4,3.9231757457977903
332,8,1342217966,5248,4194304,8,4.605743260153881
332,4,1331800726,87064,4194304,4,4.008762748717855
332,6,1336160879,5584,4194304,6,5.818489365036353
332,4,1293164847,85556,4194304,4,7.289422181536038
34404,6,1334933684,128096,1694498816,6,5.856272314974461
332,4,1345194953,7408,4194304,4,7.380013946375789
332,6,1213897038,427070,65536,6,7.87292958728735
332,4,1307802254,192779,4194304,4,6.946924973827991
332,5,1333758254,77738,1677721600,5,5.856302061330378
332,5,1325129898,79418,1677721600,5,6.097801088836057
332,5,1333758254,77738,1677721600,5,5.862060109130731
332,4,1335109490,7354,4259840,4,4.181605016134508
332,4,1343813193,5728,4194304,4,7.620250749930586
332,5,1333985852,77738,1677721600,5,6.071877116150614
332,6,1212819785,427070,65536,6,7.871601242659933
332,4,1334114420,111456,4194304,4,6.750231377699372
332,4,1332559190,4880,4194304,4,7.147152655135958
332,4,1330803002,95442,4194304,4,7.610694227822705
332,4,0,5380,4194304,4,4.597912142543419
332,4,1343908395,5616,4194304,4,7.622066459226358
332,4,1345665547,6992,4194304,4,7.547322760127803
332,4,1331883103,4096,4194304,4,3.9198725453420327
332,4,1344630696,5776,4194304,4,7.420058043227878
332,4,1326871294,5284,4194304,4,4.531867450869258
332,4,1333570409,5873,4259840,4,4.613276285095697
332,9,1334988097,109808,4194304,9,6.213173357489406
332,4,1344608860,5744,4194304,4,7.418453881376031
332,5,1331491250,4748,4194304,5,4.163046031768253
332,5,1333755894,77738,1677721600,5,6.073530655705159
332,3,1351107787,13387,4194304,3,7.987656602709097
332,5,1333756130,77738,1677721600,5,6.071694781798072
332,4,1344755412,5952,4194304,4,7.401143852299943
332,6,1301029282,13019,4194304,6,4.274356159276836
332,4,1335291770,7012,4259840,4,4.182646919032017
332,8,708992537,152680,4194304,8,5.910334665297128
332,5,1331491155,4755,4194304,5,4.1639902501477
332,10,1295044304,4096,4194304,10,6.139956735520493
332,5,1333761802,77738,1677721600,5,6.076133233496647
332,8,1342155564,5360,4194304,8,5.164435366237944
332,4,1333694854,5317,4259840,4,3.919268058882225
332,4,1319571264,789708,4259840,4,5.040510079083488
332,4,1335430877,110256,4194304,4,6.6865321005877
332,4,1344630696,5776,4194304,4,7.421705185175311
332,4,1319571264,789540,4259840,4,5.039898622556482
332,7,1337971188,6000,4194304,7,6.298363943962341
332,4,1319571264,775452,4259840,4,5.008520761440641
332,4,1332675903,76137,4259840,4,4.2831705779158264
332,6,1212820501,427070,65536,6,7.872260446771551
332,5,1333760257,77738,1677721600,5,5.8599239415930615
332,8,1334921051,109760,4194304,8,6.3117230802174635
332,4,0,5720,4194304,4,4.195925078963732
332,4,1326871294,5644,4194304,4,4.541479502706787
332,4,1302935608,5416,4194304,4,4.595906803841938
332,4,1403822773,42094,4194304,4,5.247791017676257
332,4,1332576541,76217,4259840,4,4.2830391755163495
332,4,1344673277,5776,4194304,4,7.420439359422165
332,8,1334823852,109696,4194304,8,6.312601954226453
332,4,0,4296,4194304,4,7.421686494542616
332,4,1343160515,5560,4194304,4,7.637060779800207
332,5,1334932159,78682,1694498816,5,6.125142409234147
332,4,1383660538,5941,4194304,4,5.218808220659727
332,4,1293164847,85556,4194304,4,7.284981045522013
332,8,1334804429,109696,4194304,8,6.312615537031016
332,3,1386269147,4096,4194304,3,5.799132989456474
332,4,1331586085,4781,4194304,4,3.8623120011783474
332,7,1332826853,4704,4194304,7,6.8476977734276305
332,6,1336271034,5472,4194304,6,5.812120824296715
332,15,1357781483,7248,4194304,15,5.7924427833355665
332,6,1215806189,457278,65536,6,7.87361295234751
332,4,1326871294,5604,4194304,4,4.630445384206471
332,4,1331893517,82832,4259840,4,4.097049536039357
332,4,1342527051,6292,4194304,4,4.571758167925817
332,7,1332216040,4928,4194304,7,7.461388125204501
332,4,1342186658,6323,4194304,4,4.66779219937426
332,4,1331321630,4564,4194304,4,3.705305303211002
332,5,1333758018,77738,1677721600,5,6.073303391634372
332,4,1335555348,6590,4259840,4,4.1675165293523255
332,7,1338242485,5872,4194304,7,6.338301483805111
332,7,1337963957,6000,4194304,7,6.298336725154542
332,4,1332918379,7221,4259840,4,4.056061305267264
332,4,1342474982,6328,4194304,4,4.571721778389262
332,4,1334367621,111632,4194304,4,6.744790405730323
332,8,1334838058,109760,4194304,8,6.313802056250195
332,5,1333758254,77738,1677721600,5,5.856298833820037
332,5,1333756130,77738,1677721600,5,6.0716687157713505
332,3,1333486807,4720,4194304,3,7.339536340901595
332,4,1344630696,5776,4194304,4,7.420481172295782
332,6,1213886148,427582,65536,6,7.871190803020852
332,5,1333985584,77738,1677721600,5,5.865645505510702
332,4,1339438924,5721,4194304,4,4.701587942694988
332,5,1333985043,77738,1677721600,5,5.867367414816917
332,5,1333985852,77738,1677721600,5,5.855694424426719
332,4,1300731694,5344,4194304,4,4.40397890647
332,4,1344542973,5648,4194304,4,7.432947353000321
332,4,1334652129,5299,4259840,4,4.091561754157762
332,6,1213802002,427070,65536,6,7.872001786007379
332,6,1213802347,427582,65536,6,7.871477179818465
332,4,1335342692,7018,4259840,4,4.2204204947808615
332,6,1213897396,426558,65536,6,7.87378268416155
332,8,708992537,414516,4194304,8,6.833410290267061
332,4,1341347075,6296,4194304,4,4.518029821406564
332,4,1333397172,6137,4259840,4,4.617717800846103
332,4,1332535995,76217,4259840,4,4.283206573676239
332,4,1333570409,5873,4259840,4,4.608812243093241
332,9,1199997096,8192,4194304,9,2.1446994484337507
332,8,1342266000,5248,4194304,8,4.605383254824503
332,4,1342351835,6323,4194304,4,4.600177245958746
332,4,1342161837,6467,4194304,4,4.741574925337047
332,4,1335999708,5568,4194304,4,5.83322237162716
332,5,1335182441,5168,4194304,5,6.67152035019474
332,6,1212821209,427582,65536,6,7.874428663280019
332,4,1334914772,5536,4259840,4,4.106935478991874
332,4,1342295985,6339,4194304,4,4.600827706386189
332,4,1335109490,7354,4259840,4,4.179515100239518
332,5,1333985043,77738,1677721600,5,6.083310436131776
332,4,1335379208,6976,4259840,4,4.196907787904841
332,4,1334404707,7217,4259840,4,4.5358736822779395
332,4,1326871294,5100,4194304,4,4.532208386150547
332,4,1333570409,5873,4259840,4,4.608834127586817
332,4,1341495409,6248,4194304,4,4.471071178130643
332,5,1333985852,77738,1677721600,5,5.855816703516981
332,4,1341321576,6232,4194304,4,4.516324628717149
332,4,1342817547,5656,4194304,4,7.6322527046952855
332,7,1335994832,5536,4194304,7,6.346088965870872
332,5,1335166864,5168,4194304,5,6.6716725504479015
332,4,1335608472,6523,4259840,4,4.1670762336179665
332,4,1335342692,7018,4259840,4,4.217468806847062
332,7,1338000020,6000,4194304,7,6.297938707832108
332,4,1334688361,5338,4259840,4,4.091886035627915
332,5,1334668393,78314,1694498816,5,6.10728293121724
332,5,1331858531,4352,4194304,5,7.444844632961624
332,3,1333457340,4720,4194304,3,7.35143174767515
332,4,1343676558,5528,4194304,4,7.729923766552719
332,5,1343925362,11274,4194304,5,7.2767109787742115
332,6,1213885791,427582,65536,6,7.871839888148308
332,4,1302989855,4096,4194304,4,7.1351235988597015
332,5,1325128845,79418,1677721600,5,6.0894188617732485
332,4,1335210826,7014,4259840,4,4.185204619988993
332,4,1300731694,5236,4194304,4,4.404657470579272
332,4,1345535551,7584,4194304,4,7.5299893811886935
332,4,1341586878,30406,4194304,4,7.22633873422522
332,4,1342615498,6260,4194304,4,4.5706445622055565
332,4,1304906909,26205,4194304,4,5.774283872742518
332,4,1332542402,4880,4194304,4,7.146945172412336
332,6,1213885791,427582,65536,6,7.871830617058411
332,8,1336941911,6407,4194304,8,5.616396115227659
332,4,1333570409,5873,4259840,4,4.614402184957177
332,4,1344692537,5968,4194304,4,7.407136226997617
332,9,1334931672,109808,4194304,9,6.210903695036987
332,8,1342171238,5360,4194304,8,5.16616579852766
332,4,1333485320,6165,4259840,4,4.61890974141035
332,4,1335109490,7354,4259840,4,4.180417409004255
332,5,1148044392,26540,4194304,5,3.993776250902875
332,5,1335725530,6539,4259840,5,4.848223625537032
332,8,1342274564,5248,4194304,8,4.601695248711981
332,4,1300731694,5068,4194304,4,4.404172676639001
332,8,1342294818,5248,4194304,8,4.605400870844689
332,4,1341470552,6232,4194304,4,4.463412724780605
332,5,1333759436,77738,1677721600,5,6.0746417454887105
332,5,1213378792,57568,268435456,5,6.936722946839945
332,4,1335342692,7018,4259840,4,4.214151830318423
332,9,1335099705,109808,4194304,9,6.21371539104924
332,4,1343811892,20799,4194304,4,7.190687826754154
332,4,1335109490,7354,4259840,4,4.181060649282239
332,12,1339817034,4096,4194304,12,4.845643486186886
332,4,1159963352,93372,4259840,4,4.717471518925334
332,4,1345535551,7584,4194304,4,7.529838605400707
332,6,1209743878,427582,65536,6,7.871617627840827
332,8,1342209607,5248,4194304,8,4.605385691593552
332,4,1345496641,7584,4194304,4,7.530557186418292
332,4,1319571264,787852,4259840,4,5.966506922100114
332,4,1319571264,789544,4259840,4,5.040813502038928
332,8,1342351238,5248,4194304,8,4.601724007365977
332,4,1319571264,726188,4259840,4,4.83715471721257
332,4,1299454751,115148,4194304,4,7.400981762247753
332,4,1333049654,6519,4259840,4,4.621915441779852
332,4,1335210826,7014,4259840,4,4.1974141519776245
332,4,1331586059,4760,4194304,4,3.8617071356300396
332,5,1333985321,77738,1677721600,5,5.860310791247566
332,4,1335379208,6976,4259840,4,4.198245169531296
332,4,1343935512,5616,4194304,4,7.621343036489305
332,4,1332576541,76217,4259840,4,4.283398826242061
332,4,1342094796,6483,4194304,4,4.7527271457431315
332,4,1334023291,113744,4194304,4,6.575051441185731
332,5,1333756366,77738,1677721600,5,6.074577090337115
332,8,708992537,414516,4194304,8,6.893158238653012
332,5,1333985852,77738,1677721600,5,6.071903209787369
332,5,1335167305,5168,4194304,5,6.673034616992759
332,6,1213803377,427582,65536,6,7.870242772369254
