Machine,NumberOfSections,TimeDateStamp,AddressOfEntryPoint,ImageBase,NumberOfSectionNames,Entropy,MD5,SHA256,Label
332,3,1333551614,4720,4194304,3,7.339020744059578,c930cf58bc7bac87ac1c70efc8a2763e,34616544a302ba718b5c12e649a6a1e38ac9a3457cca78d93df5a0b2d0919af5,1
332,4,1332675903,76137,4259840,4,4.283187357668405,bdcffee1bdd2c317b84dbc8ed26ec21d,3467451a3f17154fb7b58439d2465c8fc2a9837ed8cd9c00ec80ad027def0d18,1
332,5,1333985852,77738,1677721600,5,6.071921117377405,304ccb777fd0996d561209777b2e9934,346ce3b2f993f6eca03e3c14960f87ce18e218b395341fcc753dc9c6f627c43e,1
332,4,1331931721,83039,4259840,4,4.302067512713362,296f195facd1942bdfe1d8283bf0a909,346e1545c0c93deae407fd5553da34fb0e00987179529f9edebe4085b85e2180,1
332,4,1334823586,5544,4259840,4,4.107325666651104,0acb046fdafa804b0749752c1b398772,347000b13d2d39962589cc7fb737e848c974d913e8c832b58911d1edf00d1bca,1
332,4,1342254043,6355,4194304,4,4.6671169462499,34324cb269fa597aa1b098b8fe65ea6a,3474a551a686570f328b5362f1cbc75cc89710fff3866f84c6b8d23ac68e3c43,1
332,4,1341255872,6504,4194304,4,4.456363396659,ae0266c7599941890de5f52845b1d780,348ee6e4c06af877f31449cbf0da5ebfefb33bde94f83cca3cf9355c94a47705,1
332,9,1335109227,109808,4194304,9,6.2109151538985925,5721130ec3f38f257a20e561ab82694d,3491331fc5fca1fb96d75524b1e5aeb521dda1d91f6ab692566777bc13b930c5,1
332,4,1332675903,76137,4259840,4,4.281444162660522,8449c81727a407c47eb6ae0cfdbe040d,349963ec365323332261aa6bf6a0f73796f803c243851248fe1519a665f473b2,1
332,5,1333755659,77738,1677721600,5,6.08228643334528,bfb4fdb9b0fd0ca77394d8c32cd0693f,34a1443d595446de0e1280eebcb1d20581cb8839133c1c78151cd1afd2ff2c1d,1
332,3,1303612651,55440,4194304,3,6.483170820555598,64365537d3c303a8a35be82778e30f2a,34a917554566057b0dc741f2617bd7c9a77a086e5f98ce93e2022239b15baea5,1
332,4,1335109490,7354,4259840,4,4.181138530969013,964dc9c3482b4ff6c40976570d1d4ef5,34bd95040c59e0ed79a72907440d0c106ae668ee1a4c83a9cfe5514249bfc462,1
332,5,1195368970,76888,4259840,5,4.152336535416321,2ee8f77a55a30a7497d3c3713e2014c0,34c0bacbe44fa58aa227acbb5a4b90259f01f7c4186db6a33c1fb22a8589f03c,1
332,4,1341255872,6504,4194304,4,4.456822168204135,d0f1e0d83efa5eb8ceef2801933f1ba3,34c97969e30a473a610e48ff44409fb95de4af322b80a3180ab043c17f764d3d,1
332,6,1334640048,110752,4194304,6,6.597065808476475,74e6b2983d2373d61dcf4c9ab4b69419,34cbc631655ec7656c39b9a2f27144b474b6bae11a4fa764d3146a93b08d228b,1
332,4,1330803002,95442,4194304,4,7.6097166717817775,c4ec612451e899941b317e2d0222c08b,34e1871f52e7b45d780e880c053cefa1586e1313c61919284bf4d7e7550eed37,1
332,4,1334914772,5536,4259840,4,4.106892857887196,0352a23e29fb17814cf1ef849c8e03c0,34f041f1ecfcc82a6234c1a7f6b6400ed0f014364f058f8ed31b618e01e8a93d,1
332,5,1333985321,77738,1677721600,5,5.859534883911332,27fe2da93b083cc7e82b9305a6cdcb69,34f2abae8ff51cdc0969e47810b42dfb2fe57cfb6c7b5e651b674f3fe7d28dc9,1
332,4,1332407685,76383,4259840,4,4.26274852255987,df37915329c1879b66f1e5615150d3d3,34f3203ed68ff781b82f6144081964968042084a187fe1ac899e8b2c22a5452f,1
332,3,1333536490,4720,4194304,3,7.334179370879166,a3bd69884fa99498203420b93b3566cd,34f7cd0b6a340c6d1eba0da60810f8d9833561715838cce8c407c279de04b1ec,1
332,4,1335360049,110208,4194304,4,6.68389023133892,90e435592d71ee0f4499eec0f950c594,350b5c669074d54a7cdb617075a961811758a45397532a085719dfeab426290e,1
332,4,1343676558,5528,4194304,4,7.72964187259794,74c790048a62a4cc65c9c939724f900e,35118e06ed15a75f37418e75767e7037e24db8c2a92d29b72a99e1fad150af6a,1
332,6,1207754877,429630,65536,6,7.871358597287188,b744e191f3a16a5669cbf6576f465b71,3511a9b049c719341a440b36959a3df87d616e84d3498cca2443ebb033fc2e84,1
332,4,1344542973,5648,4194304,4,7.4340758762932975,b351674181ca63f5354d19a1c90b0522,35125bdfbd18b1074595cfe13c0e1213799d028ffc29bb0a2db541170967029f,1
332,4,1339403090,5769,4194304,4,4.702110309107328,74e48d71023f7f1a52dbedede6858171,3519e7cce62d258dde4aeb32aaa8e82a685a1972ef747dfdb769b0fa190d9907,1
332,4,1340633119,5560,4194304,4,4.661863668625174,5cbcbfec3d8358631583ca8f0ca5d157,351bd8221423acb7051831a8c039fdc8ad8387be4e7cadfb80291ff1fc0a8632,1
332,5,1333985584,77738,1677721600,5,5.86589254861847,17b97ae7a1ab8f4eaac0d1f29638ee57,35261c44b74a9d9cbc212d5dbd2b5d08b8eb00fa714c6d34d81f4f7d1030641b,1
332,5,1333985852,77738,1677721600,5,6.0719381492593145,fcec544af839b42f769bdf025c7edb9a,35292f7ecacb0db9a2ef4188c704dfa309a5b6e695a492fa2134a7c3ca49cc5d,1
332,6,1334370315,282192,4194304,6,7.376933937843619,acef8fdb47cd17da6d6e762d5476a904,352cca8e9e2ac712bd0bd0eab2aaea1a83263c71dfc2cef1e197f895a03adaed,1
332,4,1332063510,83023,4259840,4,4.301180624737384,ab47823797fdccea259fdd5b1bf59420,35309532cab4bfd46c0d41e408474ab4eeb82added9dbe3686ea0d9819a254db,1
332,4,1123421509,73132,4259840,4,4.841021360471638,6f9272496b62990e4ea2a5b3e848aefa,3537d1bfcea78ac24fb491b5e6258e7365deb115516f04be287a92113e6d9b2b,1
332,4,1344581633,5680,4194304,4,7.405222704062557,a4730a7b3a64b6588ad3d303ba1b7096,353afbcbd4e7e81e8cfeefa7305dbe6d27dfbc472bbdb8bbce8ff088cb37e5c9,1
332,5,1333985043,77738,1677721600,5,6.083277291691214,b5bb38c9ae2bb5f08066446c3ee491a2,353f19675146be2dd7cbb854820575b8b91553410c109c3603c45e59b3e2366b,1
332,4,1299454751,115148,4194304,4,7.483750069519657,6e363706429f83b988ac23b16ddebe4f,354527925137d0ce5e4b800b201a68f8e05847041317ed058683016695ef6764,1
332,4,1332407685,76383,4259840,4,4.262659277578028,7370217212f21db0f3ce4b72f86b27ac,35470b8e178d48b278a762c918c924384523565078cc3e1222880aed0893612b,1
332,5,1333756130,77738,1677721600,5,5.855300201417695,fcdd6653034af785579ebf09b237fde3,35487671b921426b148becd15a30f05573e2063ca1605355551ae3ffac38f56e,1
332,4,1343978785,5584,4194304,4,7.620964118188119,09f9fd40079c7ff1e185f16ce1d48d9c,354c1e6e10b27dc2c34a8a411e4623076891f8f49bd3777e9f4ea15d688fa07b,1
332,4,1335555676,110272,4194304,4,6.686066744527716,7f159877c64011e894d8dd7c41a8e988,355b5c1b6fada886f10a507af09dc2e60180f2ff44e4f6ada81635f8d357dd94,1
332,4,1335379208,6976,4259840,4,4.2082399024841655,ab5f61f9bf1ba64ce6460215a3e9e177,355fb16b2cd9566c5c75d467b4ec411336ee52eb5956c6e684d0379e20fa4fb3,1
332,4,1340362657,5469,4194304,4,4.611682308173469,554fa34746c4344b15a0e58553deaa00,3565d4bbd2d2f2da899b766377b4e0658c048ff1c03239e4d8f1cd30ad1acd9a,1
332,4,0,5616,4194304,4,4.195641030757045,dd4a8b7effb3684c3d7f5b801ccd1323,356d603a08ab668ecdb944d5b2e184b94b1cd90fec3fe37a566123d419232f52,1
332,4,1319571264,775452,4259840,4,5.008334823000373,52fd0db6964219082d448acc3c12f5ab,356e25f80392e36a7797d91f2d52b33ce038faad5e99708e826db3d683480681,1
332,4,1333049654,6519,4259840,4,4.61832247056828,9a054a92174cd4c7ca5abac934358a2b,3570d5589534d7a3aff96ad4911c69e7bd5af58856e3972063d7095c56df5348,1
332,4,1334258817,5549,4259840,4,4.462650455493737,acd8223387fb9c8b506e0c12b2b2c666,35733e61387d48f60af0556b74889cee5c800a03628445badfcdfbf8641132d9,1
332,4,1343141119,5544,4194304,4,7.644796313184698,cfbfb4bac5d644b56043597227a93d22,35735ed7fa90bf92f5934ff9c627a067d1896cbd963f6ca1973314a5c550e5f9,1
332,9,1334928051,109808,4194304,9,6.212875229078279,bcd84f5a7a2b3900157d9a422b649436,35783ddd5940b1fa7f70b6cb0d9b0d81206aa06e7d4a8b5a1e163464728af28d,1
332,4,1332576541,76217,4259840,4,4.283684198800923,e88ca0205a4e109dd2e7d2aa9c52a437,357f8eeadcda7e0cc3ef953d2ce32db38826914dc227ec8ba58a6c8d5ce3e632,1
332,4,1343935512,5616,4194304,4,7.621981556487247,4c26891d5930072d19b8ababd3450e5c,358210239fcabd1fcb911a09cb133e17246488d85218975ad3360db68f4ee2c8,1
332,7,1334695689,110752,4194304,7,6.488440493269168,e4de1d0d6a6fe67ca925ac4503f3abe0,358291ab1a0731ec7f6c51ae5719fdfab9f465d52e42c7cc0914e5620b788bf8,1
332,7,1332237016,4928,4194304,7,7.494406769895314,d105632f52be0e18445d0b436d2f6386,3583792178035bfb63923d8b7cc67f6cce0a8bacf3a48c1953e9c3accdaa7382,1
332,4,1343329266,5560,4194304,4,7.639066452505466,99ef2a7b8c1f5ca16aa9bc2994f57ceb,35843e5fa9150e351b219f84ed17212a42a9ae57a19c0bda9811111942be88d1,1
332,7,1334710203,347088,4194304,7,6.402253106244395,843fd79d374ffaf89063db36ec18beb4,3584f77dc80f696c34daa8e3a4b94d4c624a5daa7bb2538ef6b697dc9b3b388c,1
332,3,345466738,589696,4194304,3,4.934903181302343,1a89b7d4fb8ded72e1f8e81ee9352262,3588af3f2e0bd35d34ae5dcc2e9ec9c303be9607bb5ec82acd36d856894da65c,1
332,4,1342295985,6339,4194304,4,4.60064536266824,7292e0f3df5251d5c329bb915d08f880,358e7e4bfa14a559bb6d5e6f2f028e373f8049a9c6eb4b88ca4afd8298c1622f,1
332,12,1339848014,4096,4194304,12,4.847475876714845,24a58d66b7101004b8f8067323467046,3590de56d29089ec7dda2d0604562ba4a19823a222ed2b4f2de6d50e8c28a81b,1
332,4,1332576541,76217,4259840,4,4.284516102698782,bfb5a2e7e54246dd076f2c770649b659,35959cbbd90e3acb1139c331eac6b29df3478af59fa5e4f97c343be016ecbcd7,1
332,8,1342250484,5248,4194304,8,4.605388419264025,fa31ae79545a5a4427f5afb8c8f2e4ae,3598711dee0831d9fc4ae454be12de1fb72cbb0db172a66e727ff87327a0d04c,1
332,5,1333756366,77738,1677721600,5,5.852434123634721,ed1ca89869d0bb6fb12e96a30340cc71,359e20f38ae2b24696953daa5535821c7a73fa92502369f92d8e4a0d4626a0ce,1
332,4,1319571264,789544,4259840,4,5.040562637717079,7c4a7a8a4a0d6744e93d41d018eb271f,35ac176aba9e60ede019df52996397f18cb7730493e01b337e61a7d2248186f5,1
332,5,1331822406,4352,4194304,5,7.445004586787376,d6dabe4970ea4e3f472f75b3f0d9be25,35b8c9d7f352da443fcd59256d249c59312fb6af4bb2e26624ce11f2ea7e23fa,1
332,4,1343592957,5464,4194304,4,7.727650438368177,7ca2583b63c2a6c1106ba2f0b259bebf,35c6c044527e400bdf989c2b5efae25ca497ec0bf461bc9602f751d6f6527dfc,1
332,4,1331931721,83039,4259840,4,4.30168834815535,d1cacd8684d21ef60fa609540df840c8,35d07d45e19bd1deddae183432e817172e3f8b746918c55d503cf97622d5f065,1
332,4,1393335634,4166,4194304,4,7.387773291755151,8c44ee1470a0a94a9f9920aded66baec,35d0903e7cef26db264632c38d9a7cec1ee844536503db5ce486076f457e78dc,1
332,4,1343849227,5728,4194304,4,7.619283659783198,aac573cab343ba6360f6e5af2f9402df,35da97b2a683a92c91bd3ab1b12a744515b7d5814d58def1a7ec313bac2fd8d4,1
332,4,1341470552,6232,4194304,4,4.470197097423274,d6676b49707ff7f91fade87844548dde,35e450cf85a405c13c29701de1059933551dab8e07957f9e6946edcc6d5c7986,1
332,4,1333809269,5613,4259840,4,3.9232292015218784,435f4b7289dc0e73e6d9b8131f1c6a55,35e5f4cd8fed55cffdf75eea52676d911945eaf9f4642a0e549430daa8eb42b5,1
332,4,1305462840,6076,4194304,4,4.820117526741263,1010c50d2c090fa37a146037e9a669f7,35f41e8345b46bf005467b96c2b53ce02ee397daf4b1b1a934f05dfa644b4499,1
332,4,1332513611,4864,4194304,4,7.147186705848759,3e8cd24c00b0c19c01c2ceb96583d150,35f8a2dc66974a8a996f67b37b2b4ba7c5cbe5201d796a4b911125fa18c25957,1
332,5,1333761802,77738,1677721600,5,5.854015513680393,863d9f430838c3f065485f56f25d83e0,35f997d0b2ae17a785c76eac24b155ab13706c294bced90d20159f9b5f80bdf0,1
332,5,1333761802,77738,1677721600,5,5.853998004200767,513c93f29ade48190e646ca01e8d670f,35fa1e00c9cacd049f6f9aac7dc5997688eb363e19094bba71c792c53ab4fb7f,1
332,4,1344630696,5776,4194304,4,7.420595034449818,e50a02e7e3009efac68a322fcfd904f4,3610f662e6ce36331c5d7db67b0c11a6be2788a49ac9d5316e07490bd06f538a,1
332,4,1344193048,5600,4194304,4,7.63440237441129,f4bc069cfd9ed9569168a1985b05500c,3618216138a1e51b690cbcb42566621c16171d9c03cea2740403a1ffb13e077c,1
332,4,1335555348,6590,4259840,4,4.167556654964113,31ba955a555084bcf284d18b6d2fdd37,361d20f8174e43f55d87d713c03f4c47557202b1b737f897d87b77a930a19d91,1
332,4,1344630696,5776,4194304,4,7.420688925862599,e3e3ead39e2daff878ec0f5ab162816d,36246348016905f2afab8bef95ee24d1a5c0d52282d46d7adc51be90567daee2,1
332,8,1334791451,109696,4194304,8,6.314764807985613,d8d8d3e553c7eb73a7bd7ce1df5e9d05,3627c6ac7da8ccf1103413859cb0520a7da6e312e5643e774b89fc8a25a80df8,1
332,4,1343286104,5528,4194304,4,7.6388551037356125,feac6a7ce88f051c462f7b0ae3e61fcf,362ac030c86b76c5c0bac36d917cafd0c195b1cdfabf594a4fa4546d96c33d63,1
332,3,1333437639,4720,4194304,3,7.356733311261003,62c8caab7eb2d94653f9056ba50b683b,3638fdf4c0406b00b9f9dded8287ae45fdea54dd443543f17961dac837395263,1
332,4,1332576541,76217,4259840,4,4.284326026154465,e5f8f24f8371c18c78206d108af0c723,363e4afdbc8571b56b622c8f5e839e3fdea139e38e4b785c9cf9db3a37990466,1
332,4,1334002879,113744,4194304,4,6.570378906795431,ecb8aa5eb8af56bd06d86ad2a506331a,364500276a513734f3c0f1bd8d238d977dc48a25657634632eeccbc41d462785,1
332,4,1300731694,5276,4194304,4,4.404379309384538,14be6e5edd563d024cb34d0691e29d07,3648ed706053198c67c39a51bbb2cff58fdfb524f16926690fd09e586ebfd69f,1
332,8,1334839269,109760,4194304,8,6.315155309697689,f319cefee7bb371a17aaffdc2fc425a1,36490f2eb5ebed72c82b47688cfb0d325f37e91ffe9cd3c2e825e2a7e695f29f,1
332,4,1335109490,7354,4259840,4,4.180979404246055,efe5860e6691d222c728db75ce90d5a4,3658b9599f7532aba739e456e244f92cc3f93fc63c9a2993834770710e8e3824,1
332,9,1335034851,109808,4194304,9,6.21327565614784,8f9d97fbfa784dc785a8a088e3c0a3e6,365a6b073ebe48504db35c9141c8f6a8d933271aefcbef149cfe0f53b548ead2,1
332,8,1334875219,109760,4194304,8,6.31200751181691,e4cb96d14579f7229143965597c1d5c6,365ab20f2947f0218ee81be7582b370766552216a6fb3f5f43ab57e82b287bf7,1
332,4,1335291770,7012,4259840,4,4.188312793123472,eef4ee4b2711dc0518ba523cf4093e48,365b18c279a55632d1a2fa88728bbaf3441a51dc69390403316d0552bf529193,1
332,4,1331800726,87064,4194304,4,4.009902346040584,6bc9d37abb83d9f861fcbf61f14eae88,36614ed01f23d08da61b851c3e3f9ae1cab3f8e2da09a68701a171f383dd5de3,1
332,4,1335384129,110208,4194304,4,6.68591829061583,99257282db6193a3d75f6a405170b3a2,36627391a248531bc1dd5b6b57634135da109010d05b14fbb06bdbbaf3ec0746,1
332,5,1333756130,77738,1677721600,5,5.855300621088793,4c87db0339f1ce57247d6c597773d0f8,3663b4a8067fa1ee36b47d23f732fc247a145c8039dfb089d9dbf780d89c1b5e,1
332,4,1333436105,6145,4259840,4,4.6131979048917415,da39944991b88b388ebc29cfa792f80b,366f6c1e870bcdcbb600bbb3321dbb2e81330968ec46e4464ac8cfc3ab158fdb,1
332,6,1217943264,456766,65536,6,7.873267094852996,c40c8d09a8ee082797026dc7adb23ea6,3677160d45bccc72631d68442b3592a4fd1d265d286065441e25725baee12412,1
332,6,1209741729,427070,65536,6,7.873474902522591,8ad2e37c7914b506251149d33011cc66,36791b85f3fce535e80946aa7989be789159d2ae0946d42f0c9cc60f42c967b3,1
332,5,1333985043,77738,1677721600,5,6.08325932974282,0555a90ef321b4fe16c1e38a4e023a2b,367ab8df65f2b4439eb2ec767d6f474a0b99c0b633e2ba44563248d8c135aa45,1
332,5,1333985584,77738,1677721600,5,5.866308611170176,ec7679ef8e8d3912117a14d786a4909e,367d7b2f6e3b548b6bc1294481957c3ed9d92e0e9acbbddf826fcf21f4914d73,1
332,4,1343141119,5544,4194304,4,7.643718885618097,9d06004b2c86ab519ef44bac64745b5f,36827c4a23d758948370479d9d87aca486e5b87d5656b62b17ea384a2cab212a,1
332,4,1334276710,271584,4194304,4,7.574710340314311,9b68728331700b6570f06180e163f79f,3682b279f8b9b447398705a85047ff78b93ecfeafa3f0bd4ed252df28f43179a,1
332,1,0,199818,4194304,1,7.999310676718636,a9d1f6ab9f83e46f0a3c6b1d2b8cafd2,369398deff9e11a852c3fd414b6288c380b554ccfee1aa16f8e23c8db8f760b4,1
332,5,1325128845,79418,1677721600,5,5.858056243990953,954d7c7e8cd2a27a3a8446b3df34f695,3698f1842e2bad35ccaeaca0b166b942305bd1374e99b6a8c8262cdfc9eb0ffe,1
332,4,1344673277,5776,4194304,4,7.421001489306471,8ccbe788bb9445b7908be8bd53503480,369966f5fa5f56cc73521d6b768f3c0a07f79ebf0fa397b0ac2dba5ac62e97fd,1
332,4,1342438141,6392,4194304,4,4.600737012369194,fa4c50e12a2333654ff690b0536ded4a,369986b6124657dd6380da9367310d2ea8245c1ab8fa87ad2624568b8f1cd794,1
332,4,1333049649,6469,4259840,4,4.621797345248158,269fad102838a6ef7db5885ac904686d,36a7ec8d30ea7955f25b05ce3f4d6e786713de3be204102c4841fcfe2d9ca719,1
332,4,1332493366,76383,4259840,4,4.262480074579222,d2b81cd86e606e70b257de7d7f622ec9,36b20e1f44d657b025b77f1b6b7e9085dcf76498b7139079958b909009c16469,1
332,4,1332535995,76217,4259840,4,4.28322531690848,8bfffb91b221ab43026ec2df5c1913c0,36b724ecc24225f945916cddd2887c4d9e96328dce686c482b985c02f6861d4e,1
332,6,1215530149,458302,65536,6,7.86923123285092,731c04ed1e85bf6605e7ce99c0215980,36b9f5bbda5cbfbd8ab7a2da14e4b2b53e8a52c612fe31a9df2a1f9cfcd1b5dd,1
332,3,1079119591,1242576,4194304,3,1.5960893451348312,c790ba4da0a6d728ef71c3609bd45dca,36baa9c6108c13e5df0530a7f7dcc9783dda1fce2014a78aefd24b838ca1639e,1
332,4,1344581633,5680,4194304,4,7.405283638001197,f54f38f97b35a04602f4b2092d85df09,36c0c3f3e874239fb514bf101b8e1229025220808b8c6f235637c1225cdfc24f,1
332,9,1295970970,66671,4194304,9,7.142763963548289,aa4db76b169c7e23b59dff0382b045e0,36c183620196fe0cd0df8c5c03b2a0c246c0efe7a605691d189abb8bcfb3f71a,1
332,5,1334933583,78682,1694498816,5,6.125816799279283,c51b9980fb59d9734c0038fdcfff6906,36c1873fb8b6b7c26119f6759c489d5f2530bad8982c4c631282f0dacf1993e9,1
332,4,1335109490,7354,4259840,4,4.180254269101478,7c920acdbd7ecde3a0b80e87a52f35a0,36ced8c5fc26bae4154109337b5525162f40e8e082404ae17db756c65f2d0440,1
332,4,1336669651,5104,4194304,4,5.458173968587154,1fa1429c063fa386bd162e4b20bd5d60,36d9d515f7dd126acc19e67d9fb3102b71eaa78da8ef2c08a654263194efa46d,1
332,8,1334865611,109760,4194304,8,6.314030524657952,ce1e4177bb2605a8637e386c6f7ab737,36fa9c5af6215f7f0ae3b6de6a53b5b1fbfbaea58d634fe84fe821fcec48bab5,1
332,4,1334652129,5299,4259840,4,4.092304458843251,9e40761c0e900bd48aad7958cf7247ac,370afb29c2ab09503e5906f64da10e76df40064dfc8ceae954fa8bc811924971,1
332,5,1333985852,77738,1677721600,5,5.849887129149714,3e5305566a407ffd86c69952a3047753,370b9375aabdd2db2734a37b5e13a08c5a5114d8f45ed7ae341bbc65533db044,1
332,4,1335379208,6976,4259840,4,4.2124038008344336,5601f361a00e8324212448ed6a2f088d,370ee362ef6d6e9332504d8188fc23759125dd60a1d7f5f7acb053b540045d8a,1
332,4,1342295985,6339,4194304,4,4.600939753504708,f2d4df506fb30fd6437073bb3b885f7f,3719a54c2248a8d48f6e1cc44689e6add8830420d8085b44edef15501dd41dec,1
332,9,1335033609,109808,4194304,9,6.213063056487295,402189eafa80df045de55b1ebad34361,371e12e3fe49bd08a2469e4a1a9ba1895748898beee3222727883e322d4f7276,1
332,5,1333760698,77738,1677721600,5,6.078305654349635,4623d56925be2ca1114865363ac8f1ec,37252c8b41f61d36371604bcb6da0d55145851e174af4e5bad942559d19527f6,1
332,8,1342206016,5248,4194304,8,4.601399792150583,7343d1e3576b92b54469c7dca8a4cdd0,3727e9327f5a8fae7f697919ce826dbaf38e52e42b45b507b247a322c0b5bc82,1
332,6,1334602221,347088,4194304,6,6.441951833004385,0b710ef11df30e253950c36bb72694a0,3732ac25df76991a22f4614aef128fef289765269d003145aff1723c892dce47,1
332,4,1335608472,6523,4259840,4,4.166258866846784,b95c857e488cbc8bbf384f8467c3ae22,37366987b3d4c5cb7048069ff33f235786c5a88f1a7edaa7d2ee4bbf3c4e9037,1
332,4,1331931721,83039,4259840,4,4.302061250401671,37c4d48a51830d472560719c119149d8,37437fe541ff0641e492b3ae040162f6069b5d34ccad9c559425a469efadb9e1,1
332,4,1344630696,5776,4194304,4,7.42153553402907,f69c24b162a0c5e5433a2cdf215dd81d,3745aed21ae80e935f4dcba6d87d34ee902473b37dfa17423dc143cc06e53e2d,1
332,7,1332838857,4640,4194304,7,6.852285663456568,b7af8e524fe47a19083d7decb9f7d57d,3748e567a3cab749c6b963e571ae446f1c11cb128a5bf951afa92d1b4ba4ec8d,1
332,5,1333760698,77738,1677721600,5,6.07845175241736,8ce47c9df86fc3113e17d74eb80a1cdd,3748f80d71685aaba7b0fbc4ea78c207ba8dd50a2561edb61847eab9a349c853,1
332,4,1343891857,5664,4194304,4,7.616800156396762,ccefdaab9524e8b645500d0c2c1a5f76,374cb209f757309936c23c67377e1c53807aee72050edad5e5cd26e5ab29fe3c,1
332,4,1305462840,7568,4194304,4,4.367959008975906,fd5f6fbc5cd8eb41bdc7a6d89e862ab4,374d576721291db6bf3b727bad1c17c3f6385a7d966525a085ce1335b2de6340,1
332,10,1333345260,5120,4194304,10,6.228372551024284,e3712b76391ec4222408bd73aeba178e,374d7e35b0396a408521aedf965502862baaf7c9a3a9781d48c799573e741d26,1
332,4,1331931721,83039,4259840,4,4.300811378977814,340e17d207a7e61deff848b9a4052336,376943c4d9e2001dadf24ee6d4e73a74e22bcef1ab026079cf66445dfc7648d7,1
332,4,1343676558,5528,4194304,4,7.729315436256781,04fa6ece21ac3c4b856c482ba56758bb,3770c78ee489061eac1dfa2bc505c76bdfd60f2e74676beca3ad8144dfd35242,1
332,8,1334854093,109760,4194304,8,6.314034548214976,6ebd545c4b1e882f2f797d0c000c6c8f,377233b75c073c202fcbf765fa19f24cea212b6eeb834dbd9c572b394171b1f1,1
332,4,1335574911,110272,4194304,4,6.6865069670341,ca0a08f8d5bba184e7eef3af8b0d8efb,377a490ef43547949975545ed295bc71cccdcdfbceb9ba66a1076cb4a69edfb7,1
332,5,1307308631,146979,4194304,5,6.991712581803483,1b130b6a210321961055b001d2c90141,3781dbe656e2e7f0cf4eb754ac40c17124db350e7e9650c7efc3b313eb984aa0,1
332,7,1326821167,80451,4194304,7,6.623282911440524,86f415b64c64b60151ec0f8a4198ac01,378495255aeaf9a94974b0278aa18eb534eb37a262e412aae2d72f07b914ebd6,1
332,5,1325127250,79418,1677721600,5,6.094468046598131,6ecc13f877c6a86f4ea04acbf985eedd,3789d21af78d253d852ddef09701acd5ed404aee31e14f8eb7ec013c6a0f7838,1
332,4,1344608860,5744,4194304,4,7.41945718055659,351d3d7d3c2119eb29021b32f5b87c36,378e7ab6d5cecff1016b0ae08d985719c0a626081b33a37602fa95473b810a25,1
332,6,1334512209,282192,4194304,6,7.377037700599821,cc8f58f6fa5cd1a6f41051290c206ba3,37a15cf55a1f23ee5159ba7426b7fefaa162756925bb978183c1e20b66e894a8,1
332,4,1335470524,110256,4194304,4,6.686649260040456,62d4d581e21bb75ff01262e196f7875c,37ad8705c17234f2d9fb48295a1e92308064dc7231727e618130986a0fe611b8,1
332,4,1319571264,789428,4259840,4,5.040777772854073,3c0f0fe0a98f47dddd313f1182d7c666,37b1618602830e0c01fc24a4aa47e0a3fab2b9e03ae7ead6f680ef169f69caa4,1
332,4,1343935512,5616,4194304,4,7.620877184850866,748a4f1c79b5ed4eafb10e9eb6766c8f,37b4fc7972447fdfcb55252dece6915a15f6e5e04779ff3f8627f7c53fcaea84,1
332,4,1341586878,30406,4194304,4,7.22633997639798,eaeb161f0fce498912826a8c2cbbbaad,37b57c3762695c5952afc8aa59410c3f83d945f027c75f89638c39f8395f6a5c,1
332,5,1333758254,77738,1677721600,5,6.078483856249969,96ce7cf241c14a3ba5fc8f4872979cbb,37bc100f13d715335687e078cc7adc78837807aab654b9c9dcca0dcd5f249f11,1
332,4,1344692537,5968,4194304,4,7.405947328430412,3d564e268c2b93b72b771000bbc99d08,37c31dcdaf130b33ba5c09bd88fcd5573e49378a7773cb8fa760f46492cc6538,1
332,4,1302935608,5464,4194304,4,4.596008650468617,586d32fb7864f6ee2f65f6505f61545f,37c72f2517f9820c1fcb2a446ea0316b166808e0c847501043475b6f6f058846,1
332,4,1342207595,6355,4194304,4,4.668460032451174,741a84056eb26513ad113949aee6d85d,37d27f24fe98628bf7397da429cc21fbd903d7ec1ac87b3397d3de511227f7e0,1
332,4,1334688361,5338,4259840,4,4.08817873152525,b5a2ed1f620c9010a0aec29dea2f33ce,37dcccda9ddb100dffd140eaf41b735f5eb4055b583a35b5cbd5352e601fd1f8,1
332,4,1333306672,6109,4259840,4,4.61808029265424,f92eaf625cb9a6ec71d0d5e475398770,37e3bd34540a9a6ffe438f76d05883b3e1ee7de8aab7c199fce23d8a9c1bcd32,1
332,7,1338100806,6000,4194304,7,6.301671833184967,725d73da0bf9cf8ed40441840f424dbd,37f0d2d8707b3117ada1588199ae9b37473d01c963d4ee26e5959825e8222d92,1
332,4,1342474982,6328,4194304,4,4.571711971955144,474380de970453a99b058d03509bfa30,37f35f7dcf4d3d908763e097a2a2f93428c115f6034cabff88d0eefa6fa34a29,1
332,5,1324177877,79210,1677721600,5,6.078880962300519,1355720c73ae9245974e0cebd8b8a001,37f6cf0b5ddc14e3f43239cb0b477891cb7a8e138ecc8030c290ce4139517905,1
332,5,1333756366,77738,1677721600,5,5.858093776177169,3841d08a7d64425b7345a2edc452ffc2,37fe2d5299d478f099c985a129bb85196aee509d1fdec5545bd7d11ed07db2cf,1
332,4,1297997552,192560,4194304,4,6.944094001295518,fa10f8a0c700d9a779da6e125e62878b,3810a1b6d298f3629cb6fdeb2ed76555551fc9cab7af5abeb1d88b48d8febc3f,1
